Collection,Code,Description 1 ,Description 2 ,Dimension,Profile,Finish,Description 6,Description 7,Product Name,Format,Format 2,Width,Width in inch,Thickness,Thickness in inch,Grade,Construction,,Tone,Code.1
SUPERWIDE,RESBL04,Truffle Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Truffle,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Dark,RESBL04
SUPERWIDE,RES104,Truffle Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Truffle,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,RES104
SUPERWIDE,RES001,Ebony Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Ebony,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Black,RES001
SUPERWIDE,RES002,Linen Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Linen,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Neutral,RES002
SUPERWIDE,RES003,Pewter Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Pewter,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Dark,RES003
SUPERWIDE,RES004,Truffle Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Truffle,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Dark,RES004
SUPERWIDE,RES005,Sable Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Satin,Brushed ,Woodworks - Superwide,Sable,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Dark,RES005
SUPERWIDE,RES006,Sand Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Superwide,Sand,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,Neutral ,RES006
SUPERWIDE,RES007,Ecru Super Wide Plank (Select),"European Select Oak , FSC® Mix Credit","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Ecru,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Select,2Ply Engineered,,White,RES007
URBAN,URB080,Brooklyn Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Brooklyn,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,Light,URB080
URBAN,URB078,Brooklyn Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Brooklyn,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Light,URB078
URBAN,URB079,Brooklyn Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Brooklyn,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Light,URB079
URBAN,URB076,Brooklyn Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Brooklyn,Narrow Plank  ,Plank,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Light,URB076
URBAN,URB077,Brooklyn Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Brooklyn,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Light,URB077
URBAN,URB085,Dalston Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Dalston,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,White,URB085
URBAN,URB083,Dalston Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Dalston,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,White,URB083
URBAN,URB084,Dalston Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Dalston,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,White,URB084
URBAN,URB081,Dalston Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Dalston,Narrow Plank  ,Plank,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,White,URB081
URBAN,URB082,Dalston Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Dalston,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,White,URB082
URBAN,URB100,Gaslamp Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Satin,Worn Skip Sawn ,Woodworks - Urban,Gaslamp,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,Metallic ,URB100
URBAN,URB098,Gaslamp Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Satin,Worn Skip Sawn ,Woodworks - Urban,Gaslamp,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Metallic ,URB098
URBAN,URB099,Gaslamp Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Satin,Worn Skip Sawn ,Woodworks - Urban,Gaslamp,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Metallic ,URB099
URBAN,URB096,Gaslamp Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Satin,Worn Skip Sawn ,Woodworks - Urban,Gaslamp,Narrow Plank  ,Plank,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Metallic ,URB096
URBAN,URB097,Gaslamp Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Satin,Worn Skip Sawn ,Woodworks - Urban,Gaslamp,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Metallic ,URB097
URBAN,URB095,Hoxton Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Hoxton,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,Medium,URB095
URBAN,URB093,Hoxton Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Hoxton,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,URB093
URBAN,URB094,Hoxton Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Hoxton,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,URB094
URBAN,URB091,Hoxton Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Hoxton,Narrow Plank  ,Plank,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,URB091
URBAN,URB092,Hoxton Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Hoxton,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Medium,URB092
URBAN,URB090,Kentish Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Kentish,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,,URB090
URBAN,URB088,Kentish Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Kentish,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,,URB088
URBAN,URB089,Kentish Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Kentish,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,,URB089
URBAN,URB086,Kentish Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Kentish,Narrow Plank  ,Plank,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,,URB086
URBAN,URB087,Kentish Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Kentish,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,,URB087
URBAN,URB075,Manhattan Chevron,"European Nature Oak, FSC® Mix Credit","90 x 20 x 595, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Manhattan,Chevron   ,Chevron,90mm,3.5'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,URB075
URBAN,URB073,Manhattan Extra Wide Plank,"European Nature Oak , FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Manhattan,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,URB073
URBAN,URB074,Manhattan Herringbone,"European Nature Oak , FSC® 100%","100 x 20 x 500, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Manhattan,Herringbone  ,Herringbone,100mm,"4""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,URB074
URBAN,URB071,Manhattan Narrow Plank,"European Nature Oak , FSC® 100%","100 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Manhattan,Narrow Plank  ,Plank,80mm,3'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,URB071
URBAN,URB072,Manhattan Plank,"European Nature Oak , FSC® 100%","180 x 20 x 0.6-2.40, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Worn Skip Sawn ,Woodworks - Urban,Manhattan,Plank   ,Plank,180mm,"7""",20mm,"3/4""",Nature,2Ply Engineered,,Dark,URB072
